name,date,comment,18 and Under,19 - 24,25 - 29,30 - 34,35 - 39,45 and Above,Combination,Cool,Dark,Dry,Dry Skin,Light,Medium,Medium Dark,Medium Light,Neutral,Normal,Oily,Oily Skin,Warm,tokenized_comments,sentiment_score,sentiment_category_en,sentiment_category,document_vector
suci123ft,2023-11-03,skintific ini tu brand yang produknya tu jempolan semua deh  bangus banget  aku pakai moist nya yg ini tu beneran ngelembapin parah muka aku tu tipe yg oily tapi moist ini tu gak buat muka makin oily tapi bener ngelembapinnya juara deh terus mencerahkanya juga dapat banget  gak bikin beruntusan atau purging bagus deh pokoknya kemasanya juga bagus dan menarik tapi harganya lumayan mahal  tapi sukaaaa banget sama skintific,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"['skintific', 'tu', 'brand', 'produknya', 'tu', 'jempolan', 'semua', 'deh', 'bangus', 'banget', 'aku', 'pakai', 'moist', 'nya', 'yg', 'tu', 'beneran', 'ngelembapin', 'parah', 'muka', 'aku', 'tu', 'tipe', 'yg', 'oily', 'moist', 'tu', 'gak', 'buat', 'muka', 'makin', 'oily', 'bener', 'ngelembapinnya', 'juara', 'deh', 'terus', 'mencerahkanya', 'banget', 'gak', 'bikin', 'beruntusan', 'purging', 'bagus', 'deh', 'pokoknya', 'kemasanya', 'bagus', 'menarik', 'harganya', 'lumayan', 'mahal', 'sukaaaa', 'banget', 'sama', 'skintific']",0.0,Neutral,netral,"[-2.9212752e-01  4.7838539e-01 -9.6367590e-02 -4.4810086e-02
  1.6447842e-01 -6.8750197e-01  3.7621436e-01  1.1528702e+00
 -4.7186711e-01 -3.3549425e-01 -1.6343036e-01 -7.6751965e-01
 -8.5473835e-02  1.3800867e-01  7.4170634e-02 -3.1076273e-01
  2.9622975e-01 -3.8675135e-01 -4.4990275e-02 -1.0255038e+00
  2.1062003e-01  2.6801988e-01  1.9960843e-01 -1.9611052e-01
 -7.8283228e-02  5.9937734e-02 -3.8094810e-01 -3.1178603e-01
 -4.7009125e-01  1.4699587e-01  5.0840205e-01 -1.1207705e-01
  2.6457357e-01 -4.9303621e-01 -2.6438290e-01  7.7381426e-01
  5.5550106e-02 -3.4394032e-01 -1.4518771e-01 -8.0152386e-01
  2.1929512e-02 -4.3489209e-01 -2.2947671e-01  1.1979269e-01
  4.3860105e-01 -5.3644329e-02 -4.0425196e-01 -9.5119976e-02
  2.9556328e-01  1.7846505e-01  1.7576149e-01 -5.1398790e-01
  2.2733499e-01  8.9230888e-02 -3.6757016e-01  2.5098708e-01
  1.5911070e-01  8.8930391e-02 -5.0734383e-01  2.6694283e-01
 -5.6450051e-04  3.9767127e-02  8.6716875e-02 -9.2769302e-02
 -4.5435721e-01  6.5633297e-01  2.9498225e-01  2.9460868e-01
 -6.5753466e-01  5.6703454e-01 -4.4751236e-01  1.7702450e-01
  5.9720021e-01 -8.3553441e-02  5.9213144e-01  2.5419542e-01
 -6.7424819e-02 -8.0000021e-02 -3.7245777e-01  1.4280145e-01
 -4.7562316e-01  7.5606047e-03 -4.0480465e-01  6.7583001e-01
 -1.8725196e-01 -9.4911329e-02  1.9605209e-01  5.7207650e-01
  4.8781562e-01  2.3412395e-02  6.8809491e-01  5.2806401e-01
  7.5910509e-02  4.3722443e-02  8.4054267e-01  4.0160030e-01
  2.6749757e-01 -4.4401127e-01  1.1080665e-01  8.0051618e-03]"
endanggstwt,2023-11-03,awalnnya pake yang kecil tapi langsung jatuh cinta malah sekrang sati keluarga pake serangkaian dari skintific yang paling nampol sih xceramide ini karna benar benar nge hydrate muka se lembab lembab nya you have to try guys very reccommended,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"['awalnnya', 'pake', 'kecil', 'langsung', 'jatuh', 'cinta', 'malah', 'sekrang', 'sati', 'keluarga', 'pake', 'serangkaian', 'skintific', 'paling', 'nampol', 'sih', 'xceramide', 'karna', 'benar', 'benar', 'nge', 'hydrate', 'muka', 'se', 'lembab', 'lembab', 'nya', 'you', 'have', 'to', 'try', 'guys', 'very', 'reccommended']",0.0,Neutral,netral,"[-0.20113628  0.3202836  -0.0588576  -0.03001787  0.11279373 -0.46265832
  0.25168574  0.7803211  -0.31920046 -0.22696757 -0.11167926 -0.5240956
 -0.05800061  0.09553712  0.04714391 -0.21090138  0.19635746 -0.26381132
 -0.0254479  -0.68919027  0.1400979   0.17797394  0.13261218 -0.13283412
 -0.0575351   0.03722404 -0.2601056  -0.20824541 -0.32531747  0.09459902
  0.339899   -0.07275593  0.17418288 -0.32247478 -0.18365298  0.51851493
  0.03737871 -0.23533067 -0.09572707 -0.54075605  0.01015536 -0.28799486
 -0.15373114  0.08011755  0.29409242 -0.03790097 -0.26712698 -0.06471232
  0.2045511   0.12412147  0.11717099 -0.34735528  0.15604216  0.05907276
 -0.24288896  0.16934574  0.10298877  0.05798442 -0.340896    0.18088615
  0.00448648  0.03220278  0.0577583  -0.06624189 -0.3072758   0.43644163
  0.19804528  0.19110498 -0.43938336  0.37786448 -0.30061144  0.1146897
  0.400844   -0.0624918   0.39783257  0.17486337 -0.05080314 -0.05834136
 -0.24973574  0.09361635 -0.31393015  0.00569555 -0.27552208  0.4545288
 -0.12665217 -0.06445534  0.13068128  0.39072445  0.33453423  0.01629262
  0.46608713  0.35241306  0.05030524  0.03168493  0.5667351   0.27378988
  0.17497289 -0.30663392  0.07837877  0.00419793]"
diniananda,2023-11-03,benerbener melembabkan wajah aku karna kulit aku lumayan kering apalagi kalo moist ini dipakai sebelum pakai makeup mencegah makeuppp supaya engga crack pokoknya palingg rekomen sihhh dan setelah ini bakal repurchase lagi dan lagi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"['benerbener', 'melembabkan', 'wajah', 'aku', 'karna', 'kulit', 'aku', 'lumayan', 'kering', 'kalo', 'moist', 'dipakai', 'pakai', 'makeup', 'mencegah', 'makeuppp', 'engga', 'crack', 'pokoknya', 'palingg', 'rekomen', 'sihhh', 'bakal', 'repurchase']",0.0,Neutral,netral,"[-0.29551864  0.47952178 -0.09836227 -0.04851872  0.16199876 -0.67196804
  0.37615702  1.1345783  -0.46654186 -0.32725167 -0.16042441 -0.7598257
 -0.0793431   0.13422851  0.07215741 -0.30772033  0.29831466 -0.38021442
 -0.04951535 -1.0093782   0.20898052  0.26408288  0.19039325 -0.19333242
 -0.07443333  0.05387587 -0.37712562 -0.31551585 -0.4600151   0.13830519
  0.4973652  -0.11265144  0.26049253 -0.49538705 -0.2614707   0.7667083
  0.05448386 -0.3336495  -0.136051   -0.7907044   0.02507048 -0.43440983
 -0.22591506  0.11668109  0.42833328 -0.04939545 -0.40034732 -0.08734357
  0.28573063  0.1756257   0.17808934 -0.5053854   0.22773814  0.09252396
 -0.36459184  0.25385204  0.15945671  0.09303916 -0.5015773   0.2684114
 -0.00118022  0.04134934  0.07768261 -0.0989378  -0.43779564  0.641126
  0.29247567  0.29738274 -0.63869876  0.55310816 -0.43968582  0.17467357
  0.59184605 -0.0839548   0.5891781   0.2503692  -0.07606552 -0.07580618
 -0.36108485  0.13837494 -0.47348297  0.01002177 -0.39487982  0.6544762
 -0.18756987 -0.09245492  0.19210298  0.56120914  0.48276103  0.02241066
  0.6808296   0.5222837   0.07120746  0.038288    0.82774353  0.3970368
  0.26205537 -0.4379417   0.1073724   0.00501148]"
louisannabel,2023-11-03,untuk oily ance prone skin aku ga akan recommend skintific yg biru ini teksturnya cream gel ringan sebenernya untuk oily skin tipsnya adalah pake dikit aja cukup tapi dulu aku pakenya lumayan tebel jadi mungkin itu menyumbat poripori aku dan memperparah jerawat aku ini tube kedua aku krn di awal aku kira dia purging ternyata emg ga cocok aja mana mahal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"['oily', 'ance', 'prone', 'skin', 'aku', 'ga', 'recommend', 'skintific', 'yg', 'biru', 'teksturnya', 'cream', 'gel', 'ringan', 'sebenernya', 'oily', 'skin', 'tipsnya', 'pake', 'dikit', 'aja', 'cukup', 'dulu', 'aku', 'pakenya', 'lumayan', 'tebel', 'jadi', 'mungkin', 'menyumbat', 'poripori', 'aku', 'memperparah', 'jerawat', 'aku', 'tube', 'kedua', 'aku', 'krn', 'awal', 'aku', 'kira', 'purging', 'ternyata', 'emg', 'ga', 'cocok', 'aja', 'mana', 'mahal']",0.3612,Positive,positif,"[-2.87230194e-01  4.67788786e-01 -9.20931175e-02 -4.31951396e-02
  1.56098530e-01 -6.55601859e-01  3.64158541e-01  1.10072756e+00
 -4.53964055e-01 -3.19459796e-01 -1.53224587e-01 -7.38894701e-01
 -8.19504708e-02  1.29109159e-01  7.08216950e-02 -3.02219957e-01
  2.81159461e-01 -3.73878181e-01 -4.39868309e-02 -9.82625663e-01
  2.03755796e-01  2.56422132e-01  1.93079039e-01 -1.89654291e-01
 -7.45270625e-02  5.21113202e-02 -3.71347874e-01 -3.03516209e-01
 -4.50316697e-01  1.32172838e-01  4.82634306e-01 -1.07324913e-01
  2.58437961e-01 -4.69175994e-01 -2.52089947e-01  7.43231177e-01
  5.16701713e-02 -3.25878948e-01 -1.36935696e-01 -7.70624697e-01
  2.14615185e-02 -4.14798498e-01 -2.17408806e-01  1.10697776e-01
  4.16698337e-01 -5.22476286e-02 -3.84655684e-01 -8.39504078e-02
  2.78324604e-01  1.69961318e-01  1.65429920e-01 -4.88171190e-01
  2.20893905e-01  9.06305313e-02 -3.48015636e-01  2.41441652e-01
  1.55848533e-01  8.91463161e-02 -4.84911889e-01  2.62045741e-01
 -6.23804866e-04  3.77525166e-02  8.50438401e-02 -8.93438086e-02
 -4.31736022e-01  6.24102175e-01  2.76308745e-01  2.83413053e-01
 -6.27974272e-01  5.40837407e-01 -4.34990078e-01  1.75294310e-01
  5.71861982e-01 -8.16189870e-02  5.65723479e-01  2.41497591e-01
 -7.65759349e-02 -8.06889758e-02 -3.51881862e-01  1.30967602e-01
 -4.52483624e-01  7.29221525e-03 -3.82485390e-01  6.40942752e-01
 -1.80950314e-01 -8.62725005e-02  1.89151019e-01  5.46370745e-01
  4.67264175e-01  2.47175153e-02  6.52953327e-01  5.02436101e-01
  6.89192414e-02  3.48403938e-02  8.10366690e-01  3.79529774e-01
  2.45327592e-01 -4.26380038e-01  1.08544655e-01  4.04498447e-03]"
naylanst,2023-11-03,produk skintific moisturizer x ceramide skin barrier ini cocok dikulit aku yang sensitif dan dapat melembabkan kulit kering produknya udah digunakan selama hampir  tahun dan tidak menimbulkan efek samping yang membuat kulit rusak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"['produk', 'skintific', 'moisturizer', 'x', 'ceramide', 'skin', 'barrier', 'cocok', 'dikulit', 'aku', 'sensitif', 'melembabkan', 'kulit', 'kering', 'produknya', 'udah', 'digunakan', 'selama', 'hampir', 'tahun', 'menimbulkan', 'efek', 'samping', 'membuat', 'kulit', 'rusak']",-0.128,Negative,negatif,"[-0.34356797  0.57692254 -0.09900104 -0.049381    0.18435436 -0.785821
  0.44751522  1.2780228  -0.5342855  -0.377433   -0.17971367 -0.88157326
 -0.08385996  0.14760922  0.09071981 -0.3437203   0.33234036 -0.4136044
 -0.06227065 -1.1505615   0.2309088   0.2997034   0.2322937  -0.22955535
 -0.07434266  0.08555952 -0.4486074  -0.36241168 -0.5091169   0.15316737
  0.58023155 -0.134139    0.31484303 -0.5579857  -0.28678071  0.8870611
  0.07183384 -0.3738334  -0.16066398 -0.9065908   0.06120936 -0.50576967
 -0.265094    0.11465567  0.4832853  -0.04596131 -0.4603459  -0.10210635
  0.31951094  0.18287629  0.19014293 -0.57770336  0.27214164  0.11051008
 -0.40578377  0.30647832  0.19591416  0.11686211 -0.573978    0.3222819
 -0.04153249  0.02099864  0.12562048 -0.09666797 -0.49384272  0.7513808
  0.32304266  0.3449877  -0.74364686  0.6480278  -0.53123224  0.21046981
  0.6797852  -0.08489072  0.6757716   0.26813304 -0.10440179 -0.1089507
 -0.39832368  0.15256451 -0.5764819   0.02151084 -0.4327421   0.7441864
 -0.24289972 -0.0978551   0.23932043  0.6173331   0.548047    0.02153371
  0.7555805   0.5913451   0.06385148  0.01206043  0.9608576   0.42008707
  0.29809883 -0.4870002   0.11943107  0.0091279 ]"
doremimiii,2023-11-03,beli ini karena produknya ngehype bgt akhirnya penasaran trus coba beli gak expect bakal suka sama moistnya wajahku yg awalnya bruntusan dan kemerahan pake ini jadinya bruntusan dan kemerahannya kurang selain itu produk ini juga ringan bgt di wajah gak lengeket udh dua kali repurchase karena suka bangettt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"['beli', 'produknya', 'ngehype', 'bgt', 'akhirnya', 'penasaran', 'trus', 'coba', 'beli', 'gak', 'expect', 'bakal', 'suka', 'sama', 'moistnya', 'wajahku', 'yg', 'awalnya', 'bruntusan', 'kemerahan', 'pake', 'jadinya', 'bruntusan', 'kemerahannya', 'kurang', 'produk', 'ringan', 'bgt', 'wajah', 'gak', 'lengeket', 'udh', 'kali', 'repurchase', 'suka', 'bangettt']",0.0,Neutral,netral,"[-0.31206554  0.4866455  -0.09604674 -0.04828053  0.16831824 -0.71225846
  0.38575703  1.199156   -0.4941676  -0.34871057 -0.17002466 -0.7973618
 -0.08478873  0.1434834   0.07417067 -0.32494998  0.30294898 -0.41052014
 -0.03916897 -1.067765    0.22464626  0.26658738  0.20435536 -0.20435292
 -0.08913352  0.04783964 -0.39770386 -0.31819075 -0.49537122  0.14827566
  0.52050084 -0.1008628   0.27386883 -0.5007648  -0.28134593  0.79734796
  0.05215935 -0.35848603 -0.15027402 -0.83182794  0.02076536 -0.4432577
 -0.23089987  0.12273408  0.453785   -0.06118451 -0.4123104  -0.10121513
  0.30579102  0.18895172  0.18097448 -0.5306037   0.2353678   0.09638063
 -0.37798342  0.25867024  0.15967113  0.0987756  -0.5262962   0.28123417
  0.00922518  0.04899411  0.08122893 -0.09520552 -0.46998867  0.6703511
  0.3028255   0.29970977 -0.67433584  0.58724    -0.4629122   0.18203717
  0.62131274 -0.09151231  0.61168265  0.27059793 -0.07200953 -0.0879117
 -0.38459948  0.14763951 -0.4762877   0.00465566 -0.42374346  0.701311
 -0.19122136 -0.09175468  0.1983696   0.6054109   0.5089635   0.02487157
  0.7169409   0.53944206  0.07675075  0.04779207  0.8684232   0.4174514
  0.26936838 -0.4717677   0.12284774  0.0060879 ]"
raihanputrihst,2023-11-03,suka banget buat lembut dan sehat texturenya lembut dan aku bakal selalu beli lagi pokoknya nampol banget dan harganya juga okee suka banget buat lembut dan sehat texturenya lembut dan aku bakal selalu beli lagi pokoknya nampol banget dan harganya juga okee,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"['suka', 'banget', 'buat', 'lembut', 'sehat', 'texturenya', 'lembut', 'aku', 'bakal', 'selalu', 'beli', 'pokoknya', 'nampol', 'banget', 'harganya', 'okee', 'suka', 'banget', 'buat', 'lembut', 'sehat', 'texturenya', 'lembut', 'aku', 'bakal', 'selalu', 'beli', 'pokoknya', 'nampol', 'banget', 'harganya', 'okee']",0.0,Neutral,netral,"[-3.25517535e-01  5.24958372e-01 -1.16342381e-01 -5.03894687e-02
  1.84322745e-01 -7.52425134e-01  4.12515730e-01  1.27175832e+00
 -5.18582642e-01 -3.64481747e-01 -1.80605635e-01 -8.51779163e-01
 -9.24949050e-02  1.50340661e-01  8.54127482e-02 -3.46812218e-01
  3.24890614e-01 -4.28877860e-01 -5.78474663e-02 -1.12674832e+00
  2.31726646e-01  2.92790860e-01  2.16616616e-01 -2.14791343e-01
 -8.40850472e-02  5.70564158e-02 -4.20104831e-01 -3.46860915e-01
 -5.21456897e-01  1.57356709e-01  5.56691408e-01 -1.21310703e-01
  2.90258825e-01 -5.48250556e-01 -3.00414652e-01  8.52744639e-01
  5.82628846e-02 -3.75859141e-01 -1.57701373e-01 -8.84730875e-01
  2.44813692e-02 -4.84710872e-01 -2.49515086e-01  1.28932953e-01
  4.84573841e-01 -5.62787317e-02 -4.46375936e-01 -1.01113111e-01
  3.22048753e-01  1.97703138e-01  1.99981198e-01 -5.69887578e-01
  2.57738650e-01  9.53297019e-02 -4.09536988e-01  2.76821136e-01
  1.74154058e-01  1.00936912e-01 -5.65765738e-01  2.94963986e-01
  1.28191346e-02  4.39082608e-02  8.93375054e-02 -1.10923484e-01
 -4.96029764e-01  7.17577159e-01  3.30433071e-01  3.36620152e-01
 -7.18024671e-01  6.25240147e-01 -4.93006021e-01  1.94684237e-01
  6.59045637e-01 -9.38986838e-02  6.54999793e-01  2.85271853e-01
 -7.38154352e-02 -8.29869434e-02 -4.01627332e-01  1.56677634e-01
 -5.22386074e-01  5.60643058e-03 -4.50115949e-01  7.39756286e-01
 -2.07230315e-01 -1.06859729e-01  2.14440003e-01  6.30190372e-01
  5.38318694e-01  2.58970745e-02  7.63311923e-01  5.85677207e-01
  8.86445791e-02  4.73904461e-02  9.25161839e-01  4.49732929e-01
  2.94992089e-01 -4.90547121e-01  1.23541646e-01  1.24555943e-03]"
nazilasyafara,2023-11-03,bagus sekali enak dipakai tidak berminyak dan tahan lama wah enaknya luar biasa murah berkualitas enak dipakai nyaman lembut bagus sekali enak dipakai tidak berminyak dan tahan lama wah enaknya luar biasa murah berkualitas enak dipakai nyaman lembut,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"['bagus', 'sekali', 'enak', 'dipakai', 'berminyak', 'tahan', 'lama', 'wah', 'enaknya', 'luar', 'biasa', 'murah', 'berkualitas', 'enak', 'dipakai', 'nyaman', 'lembut', 'bagus', 'sekali', 'enak', 'dipakai', 'berminyak', 'tahan', 'lama', 'wah', 'enaknya', 'luar', 'biasa', 'murah', 'berkualitas', 'enak', 'dipakai', 'nyaman', 'lembut']",0.0,Neutral,netral,"[-0.25115737  0.42233282 -0.10793519 -0.05489862  0.14225397 -0.575307
  0.32847306  0.98367006 -0.39744273 -0.27614346 -0.1368475  -0.6675185
 -0.07077818  0.11599792  0.06795266 -0.27995437  0.2621961  -0.3383196
 -0.05992271 -0.8678026   0.18530217  0.23490198  0.1640976  -0.17326212
 -0.05992439  0.03855832 -0.3304925  -0.2910803  -0.40096053  0.11099577
  0.42754108 -0.09619908  0.2265069  -0.4570503  -0.23361824  0.6760153
  0.03511842 -0.27708936 -0.11116921 -0.69286704  0.02311536 -0.38966265
 -0.1825684   0.10294002  0.3727567  -0.03979295 -0.36080453 -0.06725062
  0.23660335  0.14258154  0.16460687 -0.44913274  0.2032979   0.07727796
 -0.32874876  0.23092309  0.13379318  0.09726598 -0.45013106  0.23771559
  0.02400957  0.03686202  0.06412625 -0.09349112 -0.36324275  0.5554393
  0.26303226  0.27687258 -0.53939503  0.47052193 -0.38902125  0.15338661
  0.5148155  -0.07951616  0.51579314  0.21959196 -0.07236964 -0.06053352
 -0.3010575   0.12974544 -0.40759417  0.00481657 -0.36158928  0.5557255
 -0.15552914 -0.09459873  0.17087388  0.48113537  0.41758668  0.03633928
  0.6018667   0.47694224  0.06784599  0.02500156  0.7255885   0.34638563
  0.23514217 -0.3753798   0.09226876 -0.01379163]"
_nurhanisa1103,2023-11-03,skintific yang pathenol sangat bagus buat kulit jerawat facial washnya sangat bagus untuk kita yg jerawat masker mugwort nya jugasangat bagus harga juga sangat ramah dikantong dan buat moisturizer nya sangat dingin ketika dignakan,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"['skintific', 'pathenol', 'sangat', 'bagus', 'buat', 'kulit', 'jerawat', 'facial', 'washnya', 'sangat', 'bagus', 'yg', 'jerawat', 'masker', 'mugwort', 'nya', 'jugasangat', 'bagus', 'harga', 'sangat', 'ramah', 'dikantong', 'buat', 'moisturizer', 'nya', 'sangat', 'dingin', 'dignakan']",0.0,Neutral,netral,"[-0.28022242  0.4778555  -0.10184046 -0.0483539   0.16310905 -0.66263884
  0.37131947  1.1078732  -0.45016804 -0.32137042 -0.15674758 -0.75282925
 -0.08235348  0.13142595  0.07622201 -0.29851475  0.2896606  -0.36471418
 -0.05504825 -0.9859167   0.20363154  0.2589481   0.1928687  -0.1879191
 -0.06914062  0.06993689 -0.37434837 -0.31763467 -0.44736233  0.13532174
  0.49864227 -0.12175689  0.26233295 -0.5017913  -0.26061302  0.7705196
  0.05658621 -0.32327133 -0.1390183  -0.79295045  0.04035049 -0.44824404
 -0.22527681  0.10855909  0.4289189  -0.03984568 -0.4071609  -0.08611603
  0.27842382  0.16560556  0.17405716 -0.5081119   0.23118879  0.08569272
 -0.3677349   0.26040033  0.15911113  0.09221449 -0.5088895   0.26548722
 -0.0109469   0.02896033  0.09183308 -0.09344859 -0.43091854  0.6470238
  0.29054552  0.30705714 -0.6346999   0.55476826 -0.4451871   0.18205564
  0.58586407 -0.07505763  0.59100014  0.24149832 -0.07644849 -0.07639044
 -0.34604317  0.13692479 -0.48540607  0.00689247 -0.39448     0.6452848
 -0.19767502 -0.098216    0.19761184  0.54076564  0.47028762  0.02382928
  0.6707693   0.52785367  0.07543312  0.02855848  0.8260313   0.3876617
  0.26291507 -0.42671093  0.09896487  0.00248291]"
ssalsabila_hsb,2023-11-03,teksturnya ringan mudah meresap tidak lengket ketika di pakai tidak menggumpal ketika di aplikasikan di wajah maupun di timpa makeup menghindrasi drngan baik cocok untuk berbagai jenis kulis memperbaiki skinbarier dengan baik,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"['teksturnya', 'ringan', 'mudah', 'meresap', 'lengket', 'pakai', 'menggumpal', 'aplikasikan', 'wajah', 'maupun', 'timpa', 'makeup', 'menghindrasi', 'drngan', 'baik', 'cocok', 'berbagai', 'jenis', 'kulis', 'memperbaiki', 'skinbarier', 'baik']",0.0,Neutral,netral,"[-0.23035856  0.411245   -0.10949793 -0.04896995  0.128932   -0.5368604
  0.31331888  0.89990884 -0.3694115  -0.24693762 -0.12183055 -0.63332754
 -0.06096007  0.09998927  0.07046526 -0.26605284  0.25071806 -0.31154
 -0.07144383 -0.79669756  0.17514138  0.2096162   0.15669112 -0.16512054
 -0.04312671  0.03916664 -0.3179623  -0.28502777 -0.3563333   0.10126352
  0.40171182 -0.09685784  0.22915402 -0.4446786  -0.21047063  0.6359553
  0.03714649 -0.23565489 -0.09088331 -0.6546781   0.04541951 -0.3889291
 -0.16561444  0.08860933  0.33910728 -0.03165233 -0.3445561  -0.04696298
  0.20331238  0.12086279  0.15094446 -0.42290995  0.20750588  0.06974812
 -0.31016818  0.23277307  0.14356111  0.11843427 -0.4323389   0.23862691
  0.01259053  0.02154526  0.07554994 -0.08437486 -0.32042363  0.5192775
  0.2432072   0.2885171  -0.49484214  0.440512   -0.38189694  0.15324429
  0.48624948 -0.06865558  0.49068993  0.1941552  -0.09060361 -0.06212854
 -0.2533963   0.12279131 -0.4001914   0.00270573 -0.33231017  0.5108883
 -0.15974745 -0.08889042  0.16670881  0.42980936  0.3854984   0.04298656
  0.5495091   0.45264587  0.06522974  0.007758    0.6816175   0.2985655
  0.21228808 -0.32965896  0.07763863 -0.03105695]"
nysasijabat,2023-11-03,produknya memang cocok untuk semua jenis kulit sangat memperbaiki kulit aku yang sangat sensitif kulit aku yang kemerahan karena jerawat pun bisa jadi calming banget karena produk ini jangan diragukan lagi deh produk skintific ini memang bagus banget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"['produknya', 'memang', 'cocok', 'semua', 'jenis', 'kulit', 'sangat', 'memperbaiki', 'kulit', 'aku', 'sangat', 'sensitif', 'kulit', 'aku', 'kemerahan', 'jerawat', 'jadi', 'calming', 'banget', 'produk', 'jangan', 'diragukan', 'deh', 'produk', 'skintific', 'memang', 'bagus', 'banget']",0.4019,Positive,positif,"[-3.61787021e-01  6.22666538e-01 -1.30656138e-01 -6.21786527e-02
  2.05273792e-01 -8.57310236e-01  4.84955400e-01  1.42061543e+00
 -5.82717597e-01 -4.07816261e-01 -1.97966799e-01 -9.64714468e-01
 -1.02750026e-01  1.63008556e-01  1.00873031e-01 -3.80682528e-01
  3.84632587e-01 -4.67530012e-01 -7.82810003e-02 -1.27376997e+00
  2.63447344e-01  3.35291117e-01  2.51506746e-01 -2.41581038e-01
 -8.55578929e-02  8.83145556e-02 -4.76399839e-01 -4.05380428e-01
 -5.63992918e-01  1.78083584e-01  6.43817961e-01 -1.59264922e-01
  3.37840140e-01 -6.42850757e-01 -3.24163616e-01  9.87378478e-01
  7.57624879e-02 -4.11800206e-01 -1.74146682e-01 -1.00603271e+00
  5.86853661e-02 -5.73184431e-01 -2.96508312e-01  1.40077606e-01
  5.41533828e-01 -4.48033549e-02 -5.18641710e-01 -1.03073105e-01
  3.47590268e-01  2.14185745e-01  2.22416535e-01 -6.52901769e-01
  2.94631541e-01  1.12573281e-01 -4.66114134e-01  3.39359611e-01
  2.12174430e-01  1.26754805e-01 -6.49760425e-01  3.45344484e-01
 -2.50054710e-02  3.12314909e-02  1.17152646e-01 -1.18884102e-01
 -5.47954261e-01  8.31543565e-01  3.76812428e-01  3.98543090e-01
 -8.11914384e-01  7.14963794e-01 -5.71207881e-01  2.28015259e-01
  7.56917655e-01 -9.25056860e-02  7.52490044e-01  3.05024773e-01
 -1.03330627e-01 -9.81947258e-02 -4.45199698e-01  1.81351855e-01
 -6.32690251e-01  1.16502438e-02 -4.95540619e-01  8.25485349e-01
 -2.55432427e-01 -1.23987794e-01  2.55803049e-01  6.85632348e-01
  6.04413509e-01  2.65046842e-02  8.51132870e-01  6.71830535e-01
  8.69522914e-02  3.33371535e-02  1.05466700e+00  4.86347198e-01
  3.41194093e-01 -5.39156735e-01  1.22764058e-01  4.73595166e-04]"
dahlia_k,2023-11-03,dulu kulit aku bruntusan setelah menggunakan moisturizer skintific dua tube kulitku jadi lebih kelihatan better bruntusan juga hilang dan warna kulit jadi merata thankyouu skintific aku bakal beliilagii pastinyaa terimakasih sekali lagiiiii,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"['dulu', 'kulit', 'aku', 'bruntusan', 'menggunakan', 'moisturizer', 'skintific', 'tube', 'kulitku', 'jadi', 'lebih', 'kelihatan', 'better', 'bruntusan', 'hilang', 'warna', 'kulit', 'jadi', 'merata', 'thankyouu', 'skintific', 'aku', 'bakal', 'beliilagii', 'pastinyaa', 'terimakasih', 'sekali', 'lagiiiii']",0.4404,Positive,positif,"[-0.27478686  0.44392052 -0.08774277 -0.04731122  0.14687984 -0.62305146
  0.34977487  1.0426317  -0.43256095 -0.3055173  -0.14779088 -0.7024059
 -0.07665436  0.12261437  0.06533114 -0.2803374   0.2735232  -0.34942272
 -0.04597821 -0.9324626   0.19267151  0.24147485  0.18066259 -0.17900482
 -0.06837707  0.05034694 -0.35102054 -0.28841716 -0.42366034  0.12873714
  0.45954633 -0.10672318  0.24093553 -0.45427635 -0.24113534  0.70420945
  0.04996484 -0.30611756 -0.12556572 -0.72353     0.03052448 -0.40148672
 -0.21197692  0.10740162  0.39481622 -0.04395646 -0.36675587 -0.08220097
  0.2603864   0.15979218  0.16197954 -0.4675699   0.21215168  0.08632539
 -0.33577624  0.23829739  0.14980495  0.08676422 -0.4585411   0.25623855
 -0.00743509  0.03457392  0.07445182 -0.0892399  -0.4048759   0.5944322
  0.26795214  0.27544275 -0.5868669   0.50893587 -0.40972465  0.16285558
  0.5494424  -0.07775769  0.5397967   0.23067467 -0.07438334 -0.074499
 -0.33181432  0.13056697 -0.4398207   0.00873301 -0.3592202   0.603679
 -0.17259648 -0.08356024  0.17986043  0.5149918   0.442637    0.01947268
  0.6241762   0.48301664  0.05850584  0.02663748  0.7639658   0.3592427
  0.24229108 -0.40176538  0.10167485  0.00522808]"
